NR.,CODICE UNIONE,REGIONE,PROVINCIA,DESCRIZIONE UNIONE DI COMUNI,DATA COSTITUZIONE,NR. COMUNI,COMUNI,POP. UOMINI,POP. DONNE,POP. TOTALE
7,5201116010,SARDEGNA,SUD SARDEGNA,UNIONE COMUNI MARMILLA,3-Set-2008,18,LUNAMATRONA,873,910,1783
8,5201116010,SARDEGNA,SUD SARDEGNA,UNIONE COMUNI MARMILLA,3-Set-2008,18,PAULI ARBAREI,334,317,651
9,5201116010,SARDEGNA,SUD SARDEGNA,UNIONE COMUNI MARMILLA,3-Set-2008,18,SANLURI,4128,4332,8460
10,5201116010,SARDEGNA,SUD SARDEGNA,UNIONE COMUNI MARMILLA,3-Set-2008,18,SEGARIU,621,656,1277
11,5201116010,SARDEGNA,SUD SARDEGNA,UNIONE COMUNI MARMILLA,3-Set-2008,18,SETZU,74,70,144
12,5201116010,SARDEGNA,SUD SARDEGNA,UNIONE COMUNI MARMILLA,3-Set-2008,18,SIDDI,351,345,696
13,5201116010,SARDEGNA,SUD SARDEGNA,UNIONE COMUNI MARMILLA,3-Set-2008,18,TUILI,530,532,1062
14,5201116010,SARDEGNA,SUD SARDEGNA,UNIONE COMUNI MARMILLA,3-Set-2008,18,TURRI,219,223,442
15,5201116010,SARDEGNA,SUD SARDEGNA,UNIONE COMUNI MARMILLA,3-Set-2008,18,USSARAMANNA,286,270,556
16,5201116010,SARDEGNA,SUD SARDEGNA,UNIONE COMUNI MARMILLA,3-Set-2008,18,VILLAMAR,1451,1421,2872
17,5201116010,SARDEGNA,SUD SARDEGNA,UNIONE COMUNI MARMILLA,3-Set-2008,18,VILLANOVAFORRU,357,324,681
18,5201116010,SARDEGNA,SUD SARDEGNA,UNIONE COMUNI MARMILLA,3-Set-2008,18,VILLANOVAFRANCA,728,705,1433
1,5201116040,SARDEGNA,SUD SARDEGNA,UNIONE DEI COMUNI DEL SULCIS,1-Gen-2008,11,CARBONIA,13803,15079,28882
2,5201116040,SARDEGNA,SUD SARDEGNA,UNIONE DEI COMUNI DEL SULCIS,1-Gen-2008,11,GIBA,1041,1079,2120
3,5201116040,SARDEGNA,SUD SARDEGNA,UNIONE DEI COMUNI DEL SULCIS,1-Gen-2008,11,MASAINAS,667,683,1350
4,5201116040,SARDEGNA,SUD SARDEGNA,UNIONE DEI COMUNI DEL SULCIS,1-Gen-2008,11,NUXIS,806,825,1631
5,5201116040,SARDEGNA,SUD SARDEGNA,UNIONE DEI COMUNI DEL SULCIS,1-Gen-2008,11,PERDAXIUS,751,724,1475
6,5201116040,SARDEGNA,SUD SARDEGNA,UNIONE DEI COMUNI DEL SULCIS,1-Gen-2008,11,PISCINAS,416,456,872
7,5201116040,SARDEGNA,SUD SARDEGNA,UNIONE DEI COMUNI DEL SULCIS,1-Gen-2008,11,SAN GIOVANNI SUERGIU,3020,3000,6020
8,5201116040,SARDEGNA,SUD SARDEGNA,UNIONE DEI COMUNI DEL SULCIS,1-Gen-2008,11,SANT'ANNA ARRESI,1362,1350,2712
9,5201116040,SARDEGNA,SUD SARDEGNA,UNIONE DEI COMUNI DEL SULCIS,1-Gen-2008,11,SANTADI,1760,1810,3570
10,5201116040,SARDEGNA,SUD SARDEGNA,UNIONE DEI COMUNI DEL SULCIS,1-Gen-2008,11,TRATALIAS,544,563,1107
11,5201116040,SARDEGNA,SUD SARDEGNA,UNIONE DEI COMUNI DEL SULCIS,1-Gen-2008,11,VILLAPERUCCIO,543,554,1097
1,5201116050,SARDEGNA,SUD SARDEGNA,UNIONE DI COMUNI METALLA E IL MARE,1-Gen-2008,6,BUGGERRU,531,577,1108
2,5201116050,SARDEGNA,SUD SARDEGNA,UNIONE DI COMUNI METALLA E IL MARE,1-Gen-2008,6,DOMUSNOVAS,3156,3260,6416
3,5201116050,SARDEGNA,SUD SARDEGNA,UNIONE DI COMUNI METALLA E IL MARE,1-Gen-2008,6,FLUMINIMAGGIORE,1463,1503,2966
4,5201116050,SARDEGNA,SUD SARDEGNA,UNIONE DI COMUNI METALLA E IL MARE,1-Gen-2008,6,MUSEI,786,736,1522
5,5201116050,SARDEGNA,SUD SARDEGNA,UNIONE DI COMUNI METALLA E IL MARE,1-Gen-2008,6,NARCAO,1680,1693,3373
6,5201116050,SARDEGNA,SUD SARDEGNA,UNIONE DI COMUNI METALLA E IL MARE,1-Gen-2008,6,VILLAMASSARGIA,1833,1822,3655
1,5190016040,SICILIA,AGRIGENTO,ALTO VERDURA E GEBBIA,1-Gen-2003,4,BURGIO,1327,1453,2780
2,5190016040,SICILIA,AGRIGENTO,ALTO VERDURA E GEBBIA,1-Gen-2003,4,CALAMONACI,675,700,1375
3,5190016040,SICILIA,AGRIGENTO,ALTO VERDURA E GEBBIA,1-Gen-2003,4,LUCCA SICULA,942,975,1917
4,5190016040,SICILIA,AGRIGENTO,ALTO VERDURA E GEBBIA,1-Gen-2003,4,VILLAFRANCA SICULA,663,763,1426
1,5190016010,SICILIA,AGRIGENTO,"BOVO MARINA, ERACLEA MINOA, TORRE SALSA",1-Gen-2003,3,CATTOLICA ERACLEA,1909,2066,3975
2,5190016010,SICILIA,AGRIGENTO,"BOVO MARINA, ERACLEA MINOA, TORRE SALSA",1-Gen-2003,3,MONTALLEGRO,1229,1314,2543
3,5190016010,SICILIA,AGRIGENTO,"BOVO MARINA, ERACLEA MINOA, TORRE SALSA",1-Gen-2003,3,SICULIANA,2251,2381,4632
1,5190016030,SICILIA,AGRIGENTO,FEUDO D'ALI',1-Gen-2003,4,JOPPOLO GIANCAXIO,582,628,1210
2,5190016030,SICILIA,AGRIGENTO,FEUDO D'ALI',1-Gen-2003,4,RAFFADALI,6125,6712,12837
3,5190016030,SICILIA,AGRIGENTO,FEUDO D'ALI',1-Gen-2003,4,SANT'ANGELO MUXARO,703,768,1471
4,5190016030,SICILIA,AGRIGENTO,FEUDO D'ALI',1-Gen-2003,4,SANTA ELISABETTA,1284,1324,2608
1,5190016050,SICILIA,AGRIGENTO,PLATANI - QUISQUINA - MAGAZZOLO,1-Gen-2004,5,ALESSANDRIA DELLA ROCCA,1465,1653,3118
2,5190016050,SICILIA,AGRIGENTO,PLATANI - QUISQUINA - MAGAZZOLO,1-Gen-2004,5,BIVONA,1895,1987,3882
3,5190016050,SICILIA,AGRIGENTO,PLATANI - QUISQUINA - MAGAZZOLO,1-Gen-2004,5,CIANCIANA,1693,1824,3517
4,5190016050,SICILIA,AGRIGENTO,PLATANI - QUISQUINA - MAGAZZOLO,1-Gen-2004,5,SAN BIAGIO PLATANI,1659,1842,3501
5,5190016050,SICILIA,AGRIGENTO,PLATANI - QUISQUINA - MAGAZZOLO,1-Gen-2004,5,SANTO STEFANO QUISQUINA,2385,2512,4897
1,5190016020,SICILIA,AGRIGENTO,TERRE SICANE,1-Gen-2003,4,MENFI,6187,6524,12711
2,5190016020,SICILIA,AGRIGENTO,TERRE SICANE,1-Gen-2003,4,MONTEVAGO,1473,1542,3015
3,5190016020,SICILIA,AGRIGENTO,TERRE SICANE,1-Gen-2003,4,SAMBUCA DI SICILIA,3015,3099,6114
4,5190016020,SICILIA,AGRIGENTO,TERRE SICANE,1-Gen-2003,4,SANTA MARGHERITA DI BELICE,3118,3426,6544
1,5190186010,SICILIA,CALTANISSETTA,TERRE DI COLLINA,1-Gen-2003,6,BOMPENSIERE,303,307,610
2,5190186010,SICILIA,CALTANISSETTA,TERRE DI COLLINA,1-Gen-2003,6,DELIA,2022,2303,4325
3,5190186010,SICILIA,CALTANISSETTA,TERRE DI COLLINA,1-Gen-2003,6,MILENA,1539,1639,3178
4,5190186010,SICILIA,CALTANISSETTA,TERRE DI COLLINA,1-Gen-2003,6,MONTEDORO,750,893,1643
5,5190186010,SICILIA,CALTANISSETTA,TERRE DI COLLINA,1-Gen-2003,6,SAN CATALDO,11321,12103,23424
6,5190186010,SICILIA,CALTANISSETTA,TERRE DI COLLINA,1-Gen-2003,6,SERRADIFALCO,2992,3273,6265
1,5190216040,SICILIA,CATANIA,AREA INTERNA ETNA -  NEBRODI- ALCANTARA ,3-Ott-2023,3,BRONTE,9195,10039,19234
2,5190216040,SICILIA,CATANIA,AREA INTERNA ETNA -  NEBRODI- ALCANTARA ,3-Ott-2023,3,CASTIGLIONE DI SICILIA,1582,1716,3298
3,5190216040,SICILIA,CATANIA,AREA INTERNA ETNA -  NEBRODI- ALCANTARA ,3-Ott-2023,3,RANDAZZO,5282,5826,11108
1,5190216020,SICILIA,CATANIA,NOCELLARA DELL'ETNA,1-Gen-2009,2,RAGALNA,1866,1810,3676
2,5190216020,SICILIA,CATANIA,NOCELLARA DELL'ETNA,1-Gen-2009,2,SANTA MARIA DI LICODIA,3592,3730,7322
1,5190216030,SICILIA,CATANIA,UNIONE DEI COMUNI NEBRODI-ETNA,1-Set-2008,3,CESARO',1238,1334,2572
2,5190216030,SICILIA,CATANIA,UNIONE DEI COMUNI NEBRODI-ETNA,1-Set-2008,3,MALETTO,1911,2104,4015
3,5190216030,SICILIA,CATANIA,UNIONE DEI COMUNI NEBRODI-ETNA,1-Set-2008,3,MANIACE,1848,1823,3671
1,5190216010,SICILIA,CATANIA,UNIONE TERRA DEL VERGA,1-Gen-2006,2,MAZZARRONE,1970,2019,3989
2,5190216010,SICILIA,CATANIA,UNIONE TERRA DEL VERGA,1-Gen-2006,2,VIZZINI,3025,3384,6409
1,5190286010,SICILIA,ENNA,UNIONE CORONE DEGLI EREI,1-Gen-2005,3,CASTEL DI IUDICA,2330,2418,4748
2,5190286010,SICILIA,ENNA,UNIONE CORONE DEGLI EREI,1-Gen-2005,3,CATENANUOVA,2421,2578,4999
3,5190286010,SICILIA,ENNA,UNIONE CORONE DEGLI EREI,1-Gen-2005,3,RADDUSA,1586,1694,3280
1,5190486060,SICILIA,MESSINA,ALTO ALCANTARA,1-Gen-2005,4,MALVAGNA,366,428,794
2,5190486060,SICILIA,MESSINA,ALTO ALCANTARA,1-Gen-2005,4,MOJO ALCANTARA,365,391,756
3,5190486060,SICILIA,MESSINA,ALTO ALCANTARA,1-Gen-2005,4,ROCCELLA VALDEMONE,346,365,711
4,5190486060,SICILIA,MESSINA,ALTO ALCANTARA,1-Gen-2005,4,SANTA DOMENICA VITTORIA,531,536,1067
1,5190486120,SICILIA,MESSINA,COMPRENSORIO DI NAXOS E TAORMINA,1-Gen-2010,3,GALLODORO,185,196,381
2,5190486120,SICILIA,MESSINA,COMPRENSORIO DI NAXOS E TAORMINA,1-Gen-2010,3,GIARDINI NAXOS,4390,4878,9268
3,5190486120,SICILIA,MESSINA,COMPRENSORIO DI NAXOS E TAORMINA,1-Gen-2010,3,MONGIUFFI MELIA,318,335,653
1,5190486040,SICILIA,MESSINA,DELLE VALLI JONICHE PELORITANE,1-Gen-2004,11,ALI',416,407,823
2,5190486040,SICILIA,MESSINA,DELLE VALLI JONICHE PELORITANE,1-Gen-2004,11,ANTILLO,500,492,992
3,5190486040,SICILIA,MESSINA,DELLE VALLI JONICHE PELORITANE,1-Gen-2004,11,CASALVECCHIO SICULO,464,443,907
4,5190486040,SICILIA,MESSINA,DELLE VALLI JONICHE PELORITANE,1-Gen-2004,11,FURCI SICULO,1665,1763,3428
5,5190486040,SICILIA,MESSINA,DELLE VALLI JONICHE PELORITANE,1-Gen-2004,11,MANDANICI,299,330,629
6,5190486040,SICILIA,MESSINA,DELLE VALLI JONICHE PELORITANE,1-Gen-2004,11,PAGLIARA,580,650,1230
7,5190486040,SICILIA,MESSINA,DELLE VALLI JONICHE PELORITANE,1-Gen-2004,11,ROCCAFIORITA,102,126,228
8,5190486040,SICILIA,MESSINA,DELLE VALLI JONICHE PELORITANE,1-Gen-2004,11,ROCCALUMERA,1936,2169,4105
9,5190486040,SICILIA,MESSINA,DELLE VALLI JONICHE PELORITANE,1-Gen-2004,11,SANT'ALESSIO SICULO,687,810,1497
10,5190486040,SICILIA,MESSINA,DELLE VALLI JONICHE PELORITANE,1-Gen-2004,11,SANTA TERESA DI RIVA,4423,4817,9240
11,5190486040,SICILIA,MESSINA,DELLE VALLI JONICHE PELORITANE,1-Gen-2004,11,SAVOCA,838,928,1766
1,5190486090,SICILIA,MESSINA,TERRA DEI LANCIA,1-Gen-2009,2,BROLO,2810,3016,5826
2,5190486090,SICILIA,MESSINA,TERRA DEI LANCIA,1-Gen-2009,2,FICARRA,759,807,1566
1,5190486130,SICILIA,MESSINA,TRINACRIA DEL TIRRENO,18-Gen-2010,4,GUALTIERI SICAMINO',860,974,1834
2,5190486130,SICILIA,MESSINA,TRINACRIA DEL TIRRENO,18-Gen-2010,4,PACE DEL MELA,3128,3260,6388
3,5190486130,SICILIA,MESSINA,TRINACRIA DEL TIRRENO,18-Gen-2010,4,SAN PIER NICETO,1421,1490,2911
4,5190486130,SICILIA,MESSINA,TRINACRIA DEL TIRRENO,18-Gen-2010,4,VENETICO,1856,1999,3855
1,5190486050,SICILIA,MESSINA,UNIONE  VIA REGIA DELL'ALCANTARA,1-Gen-2005,3,FRANCAVILLA DI SICILIA,1857,2044,3901
2,5190486050,SICILIA,MESSINA,UNIONE  VIA REGIA DELL'ALCANTARA,1-Gen-2005,3,GAGGI,1546,1592,3138
3,5190486050,SICILIA,MESSINA,UNIONE  VIA REGIA DELL'ALCANTARA,1-Gen-2005,3,GRANITI,763,759,1522
1,5190486100,SICILIA,MESSINA,UNIONE COSTA ALESINA,1-Gen-2009,2,MOTTA D'AFFERMO,403,425,828
2,5190486100,SICILIA,MESSINA,UNIONE COSTA ALESINA,1-Gen-2009,2,TUSA,1469,1582,3051
1,5190486030,SICILIA,MESSINA,UNIONE DEI COMUNI DEI NEBRODI,1-Gen-2004,3,FRAZZANO',363,392,755
2,5190486030,SICILIA,MESSINA,UNIONE DEI COMUNI DEI NEBRODI,1-Gen-2004,3,LONGI,757,805,1562
3,5190486030,SICILIA,MESSINA,UNIONE DEI COMUNI DEI NEBRODI,1-Gen-2004,3,MIRTO,471,529,1000
1,5190486080,SICILIA,MESSINA,UNIONE DEI NEBRODI,1-Gen-2006,6,CAPO D'ORLANDO,6239,7021,13260
2,5190486080,SICILIA,MESSINA,UNIONE DEI NEBRODI,1-Gen-2006,6,CARONIA,1629,1834,3463
3,5190486080,SICILIA,MESSINA,UNIONE DEI NEBRODI,1-Gen-2006,6,SAN FRATELLO,1916,2026,3942
4,5190486080,SICILIA,MESSINA,UNIONE DEI NEBRODI,1-Gen-2006,6,SANT'AGATA DI MILITELLO,6060,6743,12803
5,5190486080,SICILIA,MESSINA,UNIONE DEI NEBRODI,1-Gen-2006,6,SANTO STEFANO DI CAMASTRA,2185,2489,4674
6,5190486080,SICILIA,MESSINA,UNIONE DEI NEBRODI,1-Gen-2006,6,TORRENOVA,2062,2178,4240
1,5190486070,SICILIA,MESSINA,UNIONE DEI PAESI DEI NEBRODI,1-Gen-2007,3,CAPRI LEONE,2190,2326,4516
2,5190486070,SICILIA,MESSINA,UNIONE DEI PAESI DEI NEBRODI,1-Gen-2007,3,SAN MARCO D'ALUNZIO,1001,1082,2083
3,5190486070,SICILIA,MESSINA,UNIONE DEI PAESI DEI NEBRODI,1-Gen-2007,3,SAN SALVATORE DI FITALIA,621,757,1378
1,5190486110,SICILIA,MESSINA,UNIONE VALDEMONE BIS,1-Gen-2009,2,ALCARA LI FUSI,985,1087,2072
2,5190486110,SICILIA,MESSINA,UNIONE VALDEMONE BIS,1-Gen-2009,2,MILITELLO ROSMARINO,642,692,1334
1,5190486020,SICILIA,MESSINA,UNIONE VALLE DEL PATRI',1-Gen-2004,2,CASTROREALE,1221,1327,2548
2,5190486020,SICILIA,MESSINA,UNIONE VALLE DEL PATRI',1-Gen-2004,2,FONDACHELLI-FANTINA,532,558,1090
1,5190486010,SICILIA,MESSINA,VALLE DEI NEBRODI,1-Gen-2003,3,CASTELL'UMBERTO,1561,1734,3295
2,5190486010,SICILIA,MESSINA,VALLE DEI NEBRODI,1-Gen-2003,3,GALATI MAMERTINO,1299,1495,2794
3,5190486010,SICILIA,MESSINA,VALLE DEI NEBRODI,1-Gen-2003,3,TORTORICI,3313,3419,6732
1,5190486160,SICILIA,MESSINA,VALLE DEL NISI - AREA DELLE TERME,17-Feb-2023,3,ALI' TERME,1227,1340,2567
2,5190486160,SICILIA,MESSINA,VALLE DEL NISI - AREA DELLE TERME,17-Feb-2023,3,FIUMEDINISI,757,802,1559
3,5190486160,SICILIA,MESSINA,VALLE DEL NISI - AREA DELLE TERME,17-Feb-2023,3,NIZZA DI SICILIA,1795,1928,3723
1,5190486140,SICILIA,MESSINA,VALLE DEL TIRRENO,29-Set-2010,5,CONDRO',232,249,481
2,5190486140,SICILIA,MESSINA,VALLE DEL TIRRENO,29-Set-2010,5,MONFORTE SAN GIORGIO,1378,1502,2880
3,5190486140,SICILIA,MESSINA,VALLE DEL TIRRENO,29-Set-2010,5,ROCCAVALDINA,559,590,1149
4,5190486140,SICILIA,MESSINA,VALLE DEL TIRRENO,29-Set-2010,5,TORREGROTTA,3554,3872,7426
5,5190486140,SICILIA,MESSINA,VALLE DEL TIRRENO,29-Set-2010,5,VALDINA,660,692,1352
1,5190486150,SICILIA,MESSINA,VALLE DI MONTI SCUDERI,14-Gen-2010,2,ITALA,797,866,1663
2,5190486150,SICILIA,MESSINA,VALLE DI MONTI SCUDERI,14-Gen-2010,2,SCALETTA ZANCLEA,1070,1179,2249
1,5190556020,SICILIA,PALERMO,BASSA VALLE DEL TORTO,1-Gen-2002,2,CERDA,2636,2755,5391
2,5190556020,SICILIA,PALERMO,BASSA VALLE DEL TORTO,1-Gen-2002,2,SCIARA,1366,1421,2787
1,5190556140,SICILIA,PALERMO,BESA,1-Gen-2005,3,CONTESSA ENTELLINA,916,949,1865
2,5190556140,SICILIA,PALERMO,BESA,1-Gen-2005,3,PIANA DEGLI ALBANESI,2867,3143,6010
3,5190556140,SICILIA,PALERMO,BESA,1-Gen-2005,3,SANTA CRISTINA GELA,462,463,925
1,5190556220,SICILIA,PALERMO,CIMINNA E VENTIMIGLIA DI SICILIA SAN LEONARDO,1-Gen-2009,2,CIMINNA,1849,1996,3845
2,5190556220,SICILIA,PALERMO,CIMINNA E VENTIMIGLIA DI SICILIA SAN LEONARDO,1-Gen-2009,2,VENTIMIGLIA DI SICILIA,1023,1057,2080
1,5190556050,SICILIA,PALERMO,CORLEONESE,1-Gen-2002,2,CAMPOFIORITO,650,682,1332
2,5190556050,SICILIA,PALERMO,CORLEONESE,1-Gen-2002,2,CORLEONE,5477,5809,11286
1,5190556090,SICILIA,PALERMO,CORVO ELEUTERIO,1-Gen-2003,2,CASTELDACCIA,5351,5533,10884
2,5190556090,SICILIA,PALERMO,CORVO ELEUTERIO,1-Gen-2003,2,FICARAZZI,5688,5796,11484
1,5190556070,SICILIA,PALERMO,DEL GOLFO,1-Gen-2003,2,ALTAVILLA MILICIA,3705,3724,7429
2,5190556070,SICILIA,PALERMO,DEL GOLFO,1-Gen-2003,2,TRABIA,5229,5131,10360
1,5190556080,SICILIA,PALERMO,DELLA BARONIA,1-Gen-2003,2,CARINI,17655,18026,35681
2,5190556080,SICILIA,PALERMO,DELLA BARONIA,1-Gen-2003,2,GIARDINELLO,1137,1121,2258
1,5190556120,SICILIA,PALERMO,DELLE TORRI TRA MARE E MONTI,1-Gen-2004,3,CAPACI,5422,5608,11030
2,5190556120,SICILIA,PALERMO,DELLE TORRI TRA MARE E MONTI,1-Gen-2004,3,ISOLA DELLE FEMMINE,3559,3541,7100
3,5190556120,SICILIA,PALERMO,DELLE TORRI TRA MARE E MONTI,1-Gen-2004,3,TORRETTA,2014,2127,4141
1,5190556040,SICILIA,PALERMO,LE QUATTRO TERRE,1-Gen-2002,2,ALTOFONTE,5016,5250,10266
2,5190556040,SICILIA,PALERMO,LE QUATTRO TERRE,1-Gen-2002,2,BELMONTE MEZZAGNO,5516,5633,11149
1,5190556190,SICILIA,PALERMO,MADONIE,1-Gen-2009,16,ALIMENA,998,1154,2152
2,5190556190,SICILIA,PALERMO,MADONIE,1-Gen-2009,16,ALIMINUSA,645,646,1291
3,5190556190,SICILIA,PALERMO,MADONIE,1-Gen-2009,16,BLUFI,507,576,1083
4,5190556190,SICILIA,PALERMO,MADONIE,1-Gen-2009,16,BOMPIETRO,672,802,1474
5,5190556190,SICILIA,PALERMO,MADONIE,1-Gen-2009,16,CACCAMO,4054,4241,8295
6,5190556190,SICILIA,PALERMO,MADONIE,1-Gen-2009,16,CASTELBUONO,4437,4724,9161
7,5190556190,SICILIA,PALERMO,MADONIE,1-Gen-2009,16,CASTELLANA SICULA,1693,1856,3549
8,5190556190,SICILIA,PALERMO,MADONIE,1-Gen-2009,16,COLLESANO,1968,2127,4095
9,5190556190,SICILIA,PALERMO,MADONIE,1-Gen-2009,16,GANGI,3390,3673,7063
10,5190556190,SICILIA,PALERMO,MADONIE,1-Gen-2009,16,GRATTERI,479,540,1019
11,5190556190,SICILIA,PALERMO,MADONIE,1-Gen-2009,16,ISNELLO,751,847,1598
12,5190556190,SICILIA,PALERMO,MADONIE,1-Gen-2009,16,MONTEMAGGIORE BELSITO,1712,1854,3566
13,5190556190,SICILIA,PALERMO,MADONIE,1-Gen-2009,16,PETRALIA SOPRANA,1682,1761,3443
14,5190556190,SICILIA,PALERMO,MADONIE,1-Gen-2009,16,PETRALIA SOTTANA,1378,1597,2975
15,5190556190,SICILIA,PALERMO,MADONIE,1-Gen-2009,16,POLLINA,1483,1515,2998
16,5190556190,SICILIA,PALERMO,MADONIE,1-Gen-2009,16,SAN MAURO CASTELVERDE,900,947,1847
1,5190556010,SICILIA,PALERMO,MONREALE - JETAS,1-Gen-2002,4,CAMPOREALE,1683,1765,3448
2,5190556010,SICILIA,PALERMO,MONREALE - JETAS,1-Gen-2002,4,MONREALE,18743,19275,38018
3,5190556010,SICILIA,PALERMO,MONREALE - JETAS,1-Gen-2002,4,SAN CIPIRELLO,2639,2839,5478
4,5190556010,SICILIA,PALERMO,MONREALE - JETAS,1-Gen-2002,4,SAN GIUSEPPE JATO,4092,4419,8511
1,5190556130,SICILIA,PALERMO,MONTELEPRE-BORGETTO,1-Gen-2005,2,BORGETTO,3451,3570,7021
2,5190556130,SICILIA,PALERMO,MONTELEPRE-BORGETTO,1-Gen-2005,2,MONTELEPRE,3120,3301,6421
1,5190556150,SICILIA,PALERMO,UNIONE DEI COMUNI VAL D'HIMERA SETTENTRIONALE,1-Gen-2006,3,CALTAVUTURO,2025,2146,4171
2,5190556150,SICILIA,PALERMO,UNIONE DEI COMUNI VAL D'HIMERA SETTENTRIONALE,1-Gen-2006,3,SCILLATO,308,319,627
3,5190556150,SICILIA,PALERMO,UNIONE DEI COMUNI VAL D'HIMERA SETTENTRIONALE,1-Gen-2006,3,SCLAFANI BAGNI,225,225,450
1,5190556160,SICILIA,PALERMO,UNIONE PIZZO MARABITO,1-Gen-2007,3,BAUCINA,999,1015,2014
2,5190556160,SICILIA,PALERMO,UNIONE PIZZO MARABITO,1-Gen-2007,3,CAMPOFELICE DI FITALIA,270,278,548
3,5190556160,SICILIA,PALERMO,UNIONE PIZZO MARABITO,1-Gen-2007,3,MEZZOJUSO,1456,1564,3020
1,5190556210,SICILIA,PALERMO,UNIONI DALLE TERME ARABE AD OLTRE ALPE  CUCCO,1-Gen-2010,2,CEFALA' DIANA,489,518,1007
2,5190556210,SICILIA,PALERMO,UNIONI DALLE TERME ARABE AD OLTRE ALPE  CUCCO,1-Gen-2010,2,GODRANO,569,584,1153
1,5190556030,SICILIA,PALERMO,VALLE DEL SOSIO,1-Gen-2002,5,BISACQUINO,2311,2518,4829
2,5190556030,SICILIA,PALERMO,VALLE DEL SOSIO,1-Gen-2002,5,CHIUSA SCLAFANI,1370,1587,2957
3,5190556030,SICILIA,PALERMO,VALLE DEL SOSIO,1-Gen-2002,5,GIULIANA,1012,1020,2032
4,5190556030,SICILIA,PALERMO,VALLE DEL SOSIO,1-Gen-2002,5,PALAZZO ADRIANO,1050,1177,2227
5,5190556030,SICILIA,PALERMO,VALLE DEL SOSIO,1-Gen-2002,5,PRIZZI,2431,2624,5055
1,5190556060,SICILIA,PALERMO,VALLE DEL TORTO E DEI FEUDI,1-Gen-2002,6,ALIA,1802,2004,3806
2,5190556060,SICILIA,PALERMO,VALLE DEL TORTO E DEI FEUDI,1-Gen-2002,6,CASTRONOVO DI SICILIA,1523,1652,3175
3,5190556060,SICILIA,PALERMO,VALLE DEL TORTO E DEI FEUDI,1-Gen-2002,6,LERCARA FRIDDI,3276,3659,6935
4,5190556060,SICILIA,PALERMO,VALLE DEL TORTO E DEI FEUDI,1-Gen-2002,6,ROCCAPALUMBA,1263,1371,2634
5,5190556060,SICILIA,PALERMO,VALLE DEL TORTO E DEI FEUDI,1-Gen-2002,6,VALLEDOLMO,1784,1963,3747
6,5190556060,SICILIA,PALERMO,VALLE DEL TORTO E DEI FEUDI,1-Gen-2002,6,VICARI,1410,1538,2948
1,5190656010,SICILIA,RAGUSA,UNIONE IBLEIDE,1-Gen-2011,3,CHIARAMONTE GULFI,4073,4151,8224
2,5190656010,SICILIA,RAGUSA,UNIONE IBLEIDE,1-Gen-2011,3,GIARRATANA,1522,1621,3143
3,5190656010,SICILIA,RAGUSA,UNIONE IBLEIDE,1-Gen-2011,3,MONTEROSSO ALMO,1555,1628,3183
1,5190766050,SICILIA,SIRACUSA,UNIONE DEI MONTI CLIMITI,20-Ott-2010,2,FLORIDIA,11245,11440,22685
2,5190766050,SICILIA,SIRACUSA,UNIONE DEI MONTI CLIMITI,20-Ott-2010,2,SOLARINO,3888,3965,7853
1,5190766030,SICILIA,SIRACUSA,UNIONE TERRE DELLE ACQUE,1-Gen-2010,2,FRANCOFONTE,6261,6662,12923
2,5190766030,SICILIA,SIRACUSA,UNIONE TERRE DELLE ACQUE,1-Gen-2010,2,LICODIA EUBEA,1489,1558,3047
1,5190766010,SICILIA,SIRACUSA,VALLE DEGLI IBLEI,1-Gen-2003,6,BUCCHERI,1011,1122,2133
2,5190766010,SICILIA,SIRACUSA,VALLE DEGLI IBLEI,1-Gen-2003,6,BUSCEMI,559,569,1128
3,5190766010,SICILIA,SIRACUSA,VALLE DEGLI IBLEI,1-Gen-2003,6,CANICATTINI BAGNI,3438,3748,7186
4,5190766010,SICILIA,SIRACUSA,VALLE DEGLI IBLEI,1-Gen-2003,6,CASSARO,394,419,813
5,5190766010,SICILIA,SIRACUSA,VALLE DEGLI IBLEI,1-Gen-2003,6,FERLA,1246,1354,2600
6,5190766010,SICILIA,SIRACUSA,VALLE DEGLI IBLEI,1-Gen-2003,6,PALAZZOLO ACREIDE,4354,4737,9091
1,5190826010,SICILIA,TRAPANI,UNIONE DEI COMUNI ELIMO ERICINI,1-Gen-2004,6,BUSETO PALIZZOLO,1412,1619,3031
2,5190826010,SICILIA,TRAPANI,UNIONE DEI COMUNI ELIMO ERICINI,1-Gen-2004,6,CASTELLAMMARE DEL GOLFO,7056,7547,14603
3,5190826010,SICILIA,TRAPANI,UNIONE DEI COMUNI ELIMO ERICINI,1-Gen-2004,6,CUSTONACI,2661,2731,5392
4,5190826010,SICILIA,TRAPANI,UNIONE DEI COMUNI ELIMO ERICINI,1-Gen-2004,6,PACECO,5553,5934,11487
5,5190826010,SICILIA,TRAPANI,UNIONE DEI COMUNI ELIMO ERICINI,1-Gen-2004,6,SAN VITO LO CAPO,2168,2247,4415
6,5190826010,SICILIA,TRAPANI,UNIONE DEI COMUNI ELIMO ERICINI,1-Gen-2004,6,VALDERICE,5808,6143,11951
1,5190826020,SICILIA,TRAPANI,VALLE DEL BELICE,1-Gen-2004,5,GIBELLINA,2017,2247,4264
2,5190826020,SICILIA,TRAPANI,VALLE DEL BELICE,1-Gen-2004,5,PARTANNA,5205,5649,10854
